,Year,Trade.Flow,Reporter,Reporter.Code,CONCAT_1,GDP Country 1,Partner,Partner.Code,CONCAT_2,GDP Country 2,Trade.Value..US..,concat,Year in Force ,FTA Dummy ,Bucket ,Panel Number
2307,2011,Export,Rep. of Korea,410,2011_Rep. of Korea,1.20246E+12,Singapore,702,2011_Singapore,2.75967E+11,20839004516,410702,2006,1,2,83
2308,2012,Export,Rep. of Korea,410,2012_Rep. of Korea,1.22281E+12,Singapore,702,2012_Singapore,2.90674E+11,22887915887,410702,2006,1,2,83
2309,2013,Export,Rep. of Korea,410,2013_Rep. of Korea,1.3056E+12,Singapore,702,2013_Singapore,3.04454E+11,22289025482,410702,2006,1,2,83
2310,2014,Export,Rep. of Korea,410,2014_Rep. of Korea,1.41133E+12,Singapore,702,2014_Singapore,3.11539E+11,23905652121,410702,2006,1,2,83
2311,2015,Export,Rep. of Korea,410,2015_Rep. of Korea,1.38276E+12,Singapore,702,2015_Singapore,3.04098E+11,15011163913,410702,2006,1,2,83
2312,2016,Export,Rep. of Korea,410,2016_Rep. of Korea,1.4148E+12,Singapore,702,2016_Singapore,3.09764E+11,12458894152,410702,2006,1,2,83
2313,2017,Export,Rep. of Korea,410,2017_Rep. of Korea,1.53075E+12,Singapore,702,2017_Singapore,3.23907E+11,11651933043,410702,2006,1,2,83
2314,1991,Export,Rep. of Korea,410,1991_Rep. of Korea,3.25734E+11,Viet Nam,704,1991_Viet Nam,9613370000,198934096,410704,2015,0,9,84
2315,1992,Export,Rep. of Korea,410,1992_Rep. of Korea,3.50051E+11,Viet Nam,704,1992_Viet Nam,9866990000,436161312,410704,2015,0,9,84
2316,1993,Export,Rep. of Korea,410,1993_Rep. of Korea,3.86303E+11,Viet Nam,704,1993_Viet Nam,13180950000,728246656,410704,2015,0,9,84
2317,1994,Export,Rep. of Korea,410,1994_Rep. of Korea,4.55603E+11,Viet Nam,704,1994_Viet Nam,16286430000,1027336832,410704,2015,0,9,84
2318,1995,Export,Rep. of Korea,410,1995_Rep. of Korea,5.56131E+11,Viet Nam,704,1995_Viet Nam,20736160000,1350987520,410704,2015,0,9,84
2319,1996,Export,Rep. of Korea,410,1996_Rep. of Korea,5.98099E+11,Viet Nam,704,1996_Viet Nam,24657470000,1599117056,410704,2015,0,9,84
2320,1997,Export,Rep. of Korea,410,1997_Rep. of Korea,5.57503E+11,Viet Nam,704,1997_Viet Nam,26843700000,1603102720,410704,2015,0,9,84
2321,1998,Export,Rep. of Korea,410,1998_Rep. of Korea,3.74241E+11,Viet Nam,704,1998_Viet Nam,27209600000,1329012608,410704,2015,0,9,84
2322,1999,Export,Rep. of Korea,410,1999_Rep. of Korea,4.85248E+11,Viet Nam,704,1999_Viet Nam,28683660000,1445149454,410704,2015,0,9,84
2323,2000,Export,Rep. of Korea,410,2000_Rep. of Korea,5.61633E+11,Viet Nam,704,2000_Viet Nam,31172520000,1686024586,410704,2015,0,9,84
2324,2001,Export,Rep. of Korea,410,2001_Rep. of Korea,5.33052E+11,Viet Nam,704,2001_Viet Nam,32685200000,1731557415,410704,2015,0,9,84
2325,2002,Export,Rep. of Korea,410,2002_Rep. of Korea,6.0902E+11,Viet Nam,704,2002_Viet Nam,35064110000,2240187444,410704,2015,0,9,84
2326,2003,Export,Rep. of Korea,410,2003_Rep. of Korea,6.80521E+11,Viet Nam,704,2003_Viet Nam,39552510000,2561234222,410704,2015,0,9,84
2327,2004,Export,Rep. of Korea,410,2004_Rep. of Korea,7.64881E+11,Viet Nam,704,2004_Viet Nam,45427850000,3255573658,410704,2015,0,9,84
2328,2005,Export,Rep. of Korea,410,2005_Rep. of Korea,8.98137E+11,Viet Nam,704,2005_Viet Nam,57633260000,3431653995,410704,2015,0,9,84
2329,2006,Export,Rep. of Korea,410,2006_Rep. of Korea,1.0118E+12,Viet Nam,704,2006_Viet Nam,66371660000,3927476198,410704,2015,0,9,84
2330,2007,Export,Rep. of Korea,410,2007_Rep. of Korea,1.12268E+12,Viet Nam,704,2007_Viet Nam,77414430000,5760054492,410704,2015,0,9,84
2331,2008,Export,Rep. of Korea,410,2008_Rep. of Korea,1.00222E+12,Viet Nam,704,2008_Viet Nam,99130300000,7804807396,410704,2015,0,9,84
2332,2009,Export,Rep. of Korea,410,2009_Rep. of Korea,9.01935E+11,Viet Nam,704,2009_Viet Nam,1.06015E+11,7149477435,410704,2015,0,9,84
2333,2010,Export,Rep. of Korea,410,2010_Rep. of Korea,1.0945E+12,Viet Nam,704,2010_Viet Nam,1.15932E+11,9652073408,410704,2015,0,9,84
2334,2011,Export,Rep. of Korea,410,2011_Rep. of Korea,1.20246E+12,Viet Nam,704,2011_Viet Nam,1.35539E+11,13464921994,410704,2015,0,9,84
2335,2012,Export,Rep. of Korea,410,2012_Rep. of Korea,1.22281E+12,Viet Nam,704,2012_Viet Nam,1.5582E+11,15945972462,410704,2015,0,9,84
2336,2013,Export,Rep. of Korea,410,2013_Rep. of Korea,1.3056E+12,Viet Nam,704,2013_Viet Nam,1.71222E+11,21087581630,410704,2015,0,9,84
2337,2014,Export,Rep. of Korea,410,2014_Rep. of Korea,1.41133E+12,Viet Nam,704,2014_Viet Nam,1.86205E+11,22332857802,410704,2015,0,9,84
2338,2015,Export,Rep. of Korea,410,2015_Rep. of Korea,1.38276E+12,Viet Nam,704,2015_Viet Nam,1.93241E+11,27770750377,410704,2015,1,9,84
2339,2016,Export,Rep. of Korea,410,2016_Rep. of Korea,1.4148E+12,Viet Nam,704,2016_Viet Nam,2.05276E+11,32630457303,410704,2015,1,9,84
2340,2017,Export,Rep. of Korea,410,2017_Rep. of Korea,1.53075E+12,Viet Nam,704,2017_Viet Nam,2.23864E+11,47753837501,410704,2015,1,9,84
2342,1989,Export,Rep. of Korea,410,1989_Rep. of Korea,2.43526E+11,Turkey,792,1989_Turkey,1.07143E+11,136927046,410792,2013,0,7,85
2343,1990,Export,Rep. of Korea,410,1990_Rep. of Korea,2.79349E+11,Turkey,792,1990_Turkey,1.50676E+11,349252986,410792,2013,0,7,85
2344,1991,Export,Rep. of Korea,410,1991_Rep. of Korea,3.25734E+11,Turkey,792,1991_Turkey,1.50028E+11,320687648,410792,2013,0,7,85
2345,1992,Export,Rep. of Korea,410,1992_Rep. of Korea,3.50051E+11,Turkey,792,1992_Turkey,1.58459E+11,399113376,410792,2013,0,7,85
2346,1993,Export,Rep. of Korea,410,1993_Rep. of Korea,3.86303E+11,Turkey,792,1993_Turkey,1.8017E+11,610212544,410792,2013,0,7,85
2347,1994,Export,Rep. of Korea,410,1994_Rep. of Korea,4.55603E+11,Turkey,792,1994_Turkey,1.3069E+11,276017760,410792,2013,0,7,85
2348,1995,Export,Rep. of Korea,410,1995_Rep. of Korea,5.56131E+11,Turkey,792,1995_Turkey,1.69486E+11,574718208,410792,2013,0,7,85
2349,1996,Export,Rep. of Korea,410,1996_Rep. of Korea,5.98099E+11,Turkey,792,1996_Turkey,1.81476E+11,745943680,410792,2013,0,7,85
2350,1997,Export,Rep. of Korea,410,1997_Rep. of Korea,5.57503E+11,Turkey,792,1997_Turkey,1.89835E+11,1121850112,410792,2013,0,7,85
2351,1998,Export,Rep. of Korea,410,1998_Rep. of Korea,3.74241E+11,Turkey,792,1998_Turkey,2.75769E+11,1050572352,410792,2013,0,7,85
2352,1999,Export,Rep. of Korea,410,1999_Rep. of Korea,4.85248E+11,Turkey,792,1999_Turkey,2.55884E+11,767168208,410792,2013,0,7,85
2353,2000,Export,Rep. of Korea,410,2000_Rep. of Korea,5.61633E+11,Turkey,792,2000_Turkey,2.72979E+11,1206539356,410792,2013,0,7,85
2354,2001,Export,Rep. of Korea,410,2001_Rep. of Korea,5.33052E+11,Turkey,792,2001_Turkey,2.00252E+11,697084837,410792,2013,0,7,85
2355,2002,Export,Rep. of Korea,410,2002_Rep. of Korea,6.0902E+11,Turkey,792,2002_Turkey,2.38428E+11,865920386,410792,2013,0,7,85
2356,2003,Export,Rep. of Korea,410,2003_Rep. of Korea,6.80521E+11,Turkey,792,2003_Turkey,3.11823E+11,1374735835,410792,2013,0,7,85
2357,2004,Export,Rep. of Korea,410,2004_Rep. of Korea,7.64881E+11,Turkey,792,2004_Turkey,4.04787E+11,2356220789,410792,2013,0,7,85
2358,2005,Export,Rep. of Korea,410,2005_Rep. of Korea,8.98137E+11,Turkey,792,2005_Turkey,5.01416E+11,2782024512,410792,2013,0,7,85
2359,2006,Export,Rep. of Korea,410,2006_Rep. of Korea,1.0118E+12,Turkey,792,2006_Turkey,5.52487E+11,3035803289,410792,2013,0,7,85
2360,2007,Export,Rep. of Korea,410,2007_Rep. of Korea,1.12268E+12,Turkey,792,2007_Turkey,6.7577E+11,4087436220,410792,2013,0,7,85
2361,2008,Export,Rep. of Korea,410,2008_Rep. of Korea,1.00222E+12,Turkey,792,2008_Turkey,7.64336E+11,3772570419,410792,2013,0,7,85
2362,2009,Export,Rep. of Korea,410,2009_Rep. of Korea,9.01935E+11,Turkey,792,2009_Turkey,6.4464E+11,2660688111,410792,2013,0,7,85
2363,2010,Export,Rep. of Korea,410,2010_Rep. of Korea,1.0945E+12,Turkey,792,2010_Turkey,7.71902E+11,3752906232,410792,2013,0,7,85
2364,2011,Export,Rep. of Korea,410,2011_Rep. of Korea,1.20246E+12,Turkey,792,2011_Turkey,8.32524E+11,5070997016,410792,2013,0,7,85
2365,2012,Export,Rep. of Korea,410,2012_Rep. of Korea,1.22281E+12,Turkey,792,2012_Turkey,8.73982E+11,4551618280,410792,2013,0,7,85
2366,2013,Export,Rep. of Korea,410,2013_Rep. of Korea,1.3056E+12,Turkey,792,2013_Turkey,9.50579E+11,5657826189,410792,2013,1,7,85
2367,2014,Export,Rep. of Korea,410,2014_Rep. of Korea,1.41133E+12,Turkey,792,2014_Turkey,9.34186E+11,6667545106,410792,2013,1,7,85
2368,2015,Export,Rep. of Korea,410,2015_Rep. of Korea,1.38276E+12,Turkey,792,2015_Turkey,8.59797E+11,6249318796,410792,2013,1,7,85
2369,2016,Export,Rep. of Korea,410,2016_Rep. of Korea,1.4148E+12,Turkey,792,2016_Turkey,8.63722E+11,5385010409,410792,2013,1,7,85
2370,2017,Export,Rep. of Korea,410,2017_Rep. of Korea,1.53075E+12,Turkey,792,2017_Turkey,8.51102E+11,6154872146,410792,2013,1,7,85
2372,1989,Export,Rep. of Korea,410,1989_Rep. of Korea,2.43526E+11,USA,842,1989_USA,5.65769E+12,20717498817,410842,2012,0,8,86
2373,1990,Export,Rep. of Korea,410,1990_Rep. of Korea,2.79349E+11,USA,842,1990_USA,5.97959E+12,19446185966,410842,2012,0,8,86
2374,1991,Export,Rep. of Korea,410,1991_Rep. of Korea,3.25734E+11,USA,842,1991_USA,6.17404E+12,18607499264,410842,2012,0,8,86
2375,1992,Export,Rep. of Korea,410,1992_Rep. of Korea,3.50051E+11,USA,842,1992_USA,6.5393E+12,18153086976,410842,2012,0,8,86
2376,1993,Export,Rep. of Korea,410,1993_Rep. of Korea,3.86303E+11,USA,842,1993_USA,6.87872E+12,18218604544,410842,2012,0,8,86
2377,1994,Export,Rep. of Korea,410,1994_Rep. of Korea,4.55603E+11,USA,842,1994_USA,7.30876E+12,20703432704,410842,2012,0,8,86
2378,1995,Export,Rep. of Korea,410,1995_Rep. of Korea,5.56131E+11,USA,842,1995_USA,7.66406E+12,24343730176,410842,2012,0,8,86
2379,1996,Export,Rep. of Korea,410,1996_Rep. of Korea,5.98099E+11,USA,842,1996_USA,8.1002E+12,21925582848,410842,2012,0,8,86
2380,1997,Export,Rep. of Korea,410,1997_Rep. of Korea,5.57503E+11,USA,842,1997_USA,8.60852E+12,21850048512,410842,2012,0,8,86
2381,1998,Export,Rep. of Korea,410,1998_Rep. of Korea,3.74241E+11,USA,842,1998_USA,9.08917E+12,22783270912,410842,2012,0,8,86
2382,1999,Export,Rep. of Korea,410,1999_Rep. of Korea,4.85248E+11,USA,842,1999_USA,9.66062E+12,29600909026,410842,2012,0,8,86
2383,2000,Export,Rep. of Korea,410,2000_Rep. of Korea,5.61633E+11,USA,842,2000_USA,1.02848E+13,37806064725,410842,2012,0,8,86
2384,2001,Export,Rep. of Korea,410,2001_Rep. of Korea,5.33052E+11,USA,842,2001_USA,1.06218E+13,31357343072,410842,2012,0,8,86
2385,2002,Export,Rep. of Korea,410,2002_Rep. of Korea,6.0902E+11,USA,842,2002_USA,1.09775E+13,32942694684,410842,2012,0,8,86
2386,2003,Export,Rep. of Korea,410,2003_Rep. of Korea,6.80521E+11,USA,842,2003_USA,1.15107E+13,34368716782,410842,2012,0,8,86
2387,2004,Export,Rep. of Korea,410,2004_Rep. of Korea,7.64881E+11,USA,842,2004_USA,1.22749E+13,43026562199,410842,2012,0,8,86
2388,2005,Export,Rep. of Korea,410,2005_Rep. of Korea,8.98137E+11,USA,842,2005_USA,1.30937E+13,41499402451,410842,2012,0,8,86
2389,2006,Export,Rep. of Korea,410,2006_Rep. of Korea,1.0118E+12,USA,842,2006_USA,1.38559E+13,43320311038,410842,2012,0,8,86
2390,2007,Export,Rep. of Korea,410,2007_Rep. of Korea,1.12268E+12,USA,842,2007_USA,1.44776E+13,45883922080,410842,2012,0,8,86
2391,2008,Export,Rep. of Korea,410,2008_Rep. of Korea,1.00222E+12,USA,842,2008_USA,1.47186E+13,46500676172,410842,2012,0,8,86
2392,2009,Export,Rep. of Korea,410,2009_Rep. of Korea,9.01935E+11,USA,842,2009_USA,1.44187E+13,37802594458,410842,2012,0,8,86
2393,2010,Export,Rep. of Korea,410,2010_Rep. of Korea,1.0945E+12,USA,842,2010_USA,1.49644E+13,49991458238,410842,2012,0,8,86
2394,2011,Export,Rep. of Korea,410,2011_Rep. of Korea,1.20246E+12,USA,842,2011_USA,1.55179E+13,56421431345,410842,2012,0,8,86
2395,2012,Export,Rep. of Korea,410,2012_Rep. of Korea,1.22281E+12,USA,842,2012_USA,1.61553E+13,58806901088,410842,2012,1,8,86
2396,2013,Export,Rep. of Korea,410,2013_Rep. of Korea,1.3056E+12,USA,842,2013_USA,1.66915E+13,62326903271,410842,2012,1,8,86
2397,2014,Export,Rep. of Korea,410,2014_Rep. of Korea,1.41133E+12,USA,842,2014_USA,1.74276E+13,70598279902,410842,2012,1,8,86
2398,2015,Export,Rep. of Korea,410,2015_Rep. of Korea,1.38276E+12,USA,842,2015_USA,1.81207E+13,70117307228,410842,2012,1,8,86
2399,2016,Export,Rep. of Korea,410,2016_Rep. of Korea,1.4148E+12,USA,842,2016_USA,1.86245E+13,66748306308,410842,2012,1,8,86
2400,2017,Export,Rep. of Korea,410,2017_Rep. of Korea,1.53075E+12,USA,842,2017_USA,1.93906E+13,68852265159,410842,2012,1,8,86
2401,1990,Export,Mexico,484,1990_Mexico,2.6271E+11,Chile,152,1990_Chile,33113890000,89564128,484152,1999,0,2,87
2402,1991,Export,Mexico,484,1991_Mexico,3.14454E+11,Chile,152,1991_Chile,37834790000,123531832,484152,1999,0,2,87
2403,1992,Export,Mexico,484,1992_Mexico,3.63609E+11,Chile,152,1992_Chile,45964330000,154263008,484152,1999,0,2,87
2404,1993,Export,Mexico,484,1993_Mexico,5.00736E+11,Chile,152,1993_Chile,49297770000,198535008,484152,1999,0,2,87
2405,1994,Export,Mexico,484,1994_Mexico,5.27813E+11,Chile,152,1994_Chile,57008430000,260549216,484152,1999,0,2,87
2406,1995,Export,Mexico,484,1995_Mexico,3.60074E+11,Chile,152,1995_Chile,73447060000,489727008,484152,1999,0,2,87
2407,1996,Export,Mexico,484,1996_Mexico,4.10976E+11,Chile,152,1996_Chile,78039570000,755821248,484152,1999,0,2,87
2408,1997,Export,Mexico,484,1997_Mexico,5.00413E+11,Chile,152,1997_Chile,84952360000,968541248,484152,1999,0,2,87
2409,1998,Export,Mexico,484,1998_Mexico,5.26502E+11,Chile,152,1998_Chile,81577430000,731217984,484152,1999,0,2,87
2410,1999,Export,Mexico,484,1999_Mexico,6.00233E+11,Chile,152,1999_Chile,75173790000,365047296,484152,1999,1,2,87
2411,2000,Export,Mexico,484,2000_Mexico,7.07907E+11,Chile,152,2000_Chile,77860930000,545159744,484152,1999,1,2,87
2412,2001,Export,Mexico,484,2001_Mexico,7.56706E+11,Chile,152,2001_Chile,70979920000,459326445,484152,1999,1,2,87
2413,2002,Export,Mexico,484,2002_Mexico,7.72106E+11,Chile,152,2002_Chile,69736810000,321618498,484152,1999,1,2,87
2414,2003,Export,Mexico,484,2003_Mexico,7.29336E+11,Chile,152,2003_Chile,75643460000,381024366,484152,1999,1,2,87
2415,2004,Export,Mexico,484,2004_Mexico,7.82241E+11,Chile,152,2004_Chile,99210390000,555121635,484152,1999,1,2,87
2416,2005,Export,Mexico,484,2005_Mexico,8.77476E+11,Chile,152,2005_Chile,1.22965E+11,667667110,484152,1999,1,2,87
2417,2006,Export,Mexico,484,2006_Mexico,9.75387E+11,Chile,152,2006_Chile,1.54788E+11,904933509,484152,1999,1,2,87
2418,2007,Export,Mexico,484,2007_Mexico,1.0527E+12,Chile,152,2007_Chile,1.73606E+11,1170375777,484152,1999,1,2,87
2419,2008,Export,Mexico,484,2008_Mexico,1.10999E+12,Chile,152,2008_Chile,1.79638E+11,1586911919,484152,1999,1,2,87
2420,2009,Export,Mexico,484,2009_Mexico,9.00045E+11,Chile,152,2009_Chile,1.72389E+11,1049343601,484152,1999,1,2,87
2421,2010,Export,Mexico,484,2010_Mexico,1.0578E+12,Chile,152,2010_Chile,2.18538E+11,1863450581,484152,1999,1,2,87
2422,2011,Export,Mexico,484,2011_Mexico,1.18049E+12,Chile,152,2011_Chile,2.52252E+11,2072037659,484152,1999,1,2,87
2423,2012,Export,Mexico,484,2012_Mexico,1.20109E+12,Chile,152,2012_Chile,2.67122E+11,2251513613,484152,1999,1,2,87
2424,2013,Export,Mexico,484,2013_Mexico,1.27444E+12,Chile,152,2013_Chile,2.78384E+11,2084575256,484152,1999,1,2,87
2425,2014,Export,Mexico,484,2014_Mexico,1.31439E+12,Chile,152,2014_Chile,2.60584E+11,2148010046,484152,1999,1,2,87
2426,2015,Export,Mexico,484,2015_Mexico,1.16962E+12,Chile,152,2015_Chile,2.43999E+11,1861356830,484152,1999,1,2,87
2427,2016,Export,Mexico,484,2016_Mexico,1.07691E+12,Chile,152,2016_Chile,2.50036E+11,1745009291,484152,1999,1,2,87
2428,2017,Export,Mexico,484,2017_Mexico,1.14992E+12,Chile,152,2017_Chile,2.77076E+11,1804130834,484152,1999,1,2,87
2429,1990,Export,Mexico,484,1990_Mexico,2.6271E+11,Colombia,170,1990_Colombia,40274200000,108821544,484170,1995,0,3,88
2430,1991,Export,Mexico,484,1991_Mexico,3.14454E+11,Colombia,170,1991_Colombia,41239550000,152121952,484170,1995,0,3,88
2431,1992,Export,Mexico,484,1992_Mexico,3.63609E+11,Colombia,170,1992_Colombia,49279590000,218506000,484170,1995,0,3,88
2432,1993,Export,Mexico,484,1993_Mexico,5.00736E+11,Colombia,170,1993_Colombia,55802540000,238662000,484170,1995,0,3,88
2433,1994,Export,Mexico,484,1994_Mexico,5.27813E+11,Colombia,170,1994_Colombia,81703500000,319406816,484170,1995,0,3,88
2434,1995,Export,Mexico,484,1995_Mexico,3.60074E+11,Colombia,170,1995_Colombia,92507280000,453412992,484170,1995,1,3,88
2435,1996,Export,Mexico,484,1996_Mexico,4.10976E+11,Colombia,170,1996_Colombia,97160110000,466675680,484170,1995,1,3,88
2436,1997,Export,Mexico,484,1997_Mexico,5.00413E+11,Colombia,170,1997_Colombia,1.0666E+11,558812224,484170,1995,1,3,88
2437,1998,Export,Mexico,484,1998_Mexico,5.26502E+11,Colombia,170,1998_Colombia,98443740000,526981376,484170,1995,1,3,88
2438,1999,Export,Mexico,484,1999_Mexico,6.00233E+11,Colombia,170,1999_Colombia,86186160000,366880192,484170,1995,1,3,88
2439,2000,Export,Mexico,484,2000_Mexico,7.07907E+11,Colombia,170,2000_Colombia,99886580000,500065031,484170,1995,1,3,88
2440,2001,Export,Mexico,484,2001_Mexico,7.56706E+11,Colombia,170,2001_Colombia,98203550000,556110428,484170,1995,1,3,88
2441,2002,Export,Mexico,484,2002_Mexico,7.72106E+11,Colombia,170,2002_Colombia,97933390000,657605069,484170,1995,1,3,88
2442,2003,Export,Mexico,484,2003_Mexico,7.29336E+11,Colombia,170,2003_Colombia,94684580000,662255722,484170,1995,1,3,88
2443,2004,Export,Mexico,484,2004_Mexico,7.82241E+11,Colombia,170,2004_Colombia,1.17075E+11,623862620,484170,1995,1,3,88
2444,2005,Export,Mexico,484,2005_Mexico,8.77476E+11,Colombia,170,2005_Colombia,1.46566E+11,1548272860,484170,1995,1,3,88
2445,2006,Export,Mexico,484,2006_Mexico,9.75387E+11,Colombia,170,2006_Colombia,1.6259E+11,2132117973,484170,1995,1,3,88
2446,2007,Export,Mexico,484,2007_Mexico,1.0527E+12,Colombia,170,2007_Colombia,2.07416E+11,2943237785,484170,1995,1,3,88
2447,2008,Export,Mexico,484,2008_Mexico,1.10999E+12,Colombia,170,2008_Colombia,2.43982E+11,3032439649,484170,1995,1,3,88
2448,2009,Export,Mexico,484,2009_Mexico,9.00045E+11,Colombia,170,2009_Colombia,2.33822E+11,2490547358,484170,1995,1,3,88
2449,2010,Export,Mexico,484,2010_Mexico,1.0578E+12,Colombia,170,2010_Colombia,2.87018E+11,3757018961,484170,1995,1,3,88
2450,2011,Export,Mexico,484,2011_Mexico,1.18049E+12,Colombia,170,2011_Colombia,3.35415E+11,5632642908,484170,1995,1,3,88
2451,2012,Export,Mexico,484,2012_Mexico,1.20109E+12,Colombia,170,2012_Colombia,3.6966E+11,5592265483,484170,1995,1,3,88
2452,2013,Export,Mexico,484,2013_Mexico,1.27444E+12,Colombia,170,2013_Colombia,3.80192E+11,4735019262,484170,1995,1,3,88
2453,2014,Export,Mexico,484,2014_Mexico,1.31439E+12,Colombia,170,2014_Colombia,3.78196E+11,4733897370,484170,1995,1,3,88
2454,2015,Export,Mexico,484,2015_Mexico,1.16962E+12,Colombia,170,2015_Colombia,2.9152E+11,3668050539,484170,1995,1,3,88
2455,2016,Export,Mexico,484,2016_Mexico,1.07691E+12,Colombia,170,2016_Colombia,2.80091E+11,3066508052,484170,1995,1,3,88
2456,2017,Export,Mexico,484,2017_Mexico,1.14992E+12,Colombia,170,2017_Colombia,3.09191E+11,3164181825,484170,1995,1,3,88
2457,1990,Export,Mexico,484,1990_Mexico,2.6271E+11,Israel,376,1990_Israel,58987000000,215130240,484376,2000,0,4,89
2458,1991,Export,Mexico,484,1991_Mexico,3.14454E+11,Israel,376,1991_Israel,67530220000,163416160,484376,2000,0,4,89
2459,1992,Export,Mexico,484,1992_Mexico,3.63609E+11,Israel,376,1992_Israel,75575900000,159492992,484376,2000,0,4,89
2460,1993,Export,Mexico,484,1993_Mexico,5.00736E+11,Israel,376,1993_Israel,75954640000,103324000,484376,2000,0,4,89
2461,1994,Export,Mexico,484,1994_Mexico,5.27813E+11,Israel,376,1994_Israel,86307140000,3922372,484376,2000,0,4,89
2462,1995,Export,Mexico,484,1995_Mexico,3.60074E+11,Israel,376,1995_Israel,1.00343E+11,10522000,484376,2000,0,4,89
2463,1996,Export,Mexico,484,1996_Mexico,4.10976E+11,Israel,376,1996_Israel,1.09957E+11,12459557,484376,2000,0,4,89
2464,1997,Export,Mexico,484,1997_Mexico,5.00413E+11,Israel,376,1997_Israel,1.14725E+11,34586040,484376,2000,0,4,89
2465,1998,Export,Mexico,484,1998_Mexico,5.26502E+11,Israel,376,1998_Israel,1.15979E+11,23845752,484376,2000,0,4,89
2466,1999,Export,Mexico,484,1999_Mexico,6.00233E+11,Israel,376,1999_Israel,1.1719E+11,37850940,484376,2000,0,4,89
2467,2000,Export,Mexico,484,2000_Mexico,7.07907E+11,Israel,376,2000_Israel,1.32339E+11,66409503,484376,2000,1,4,89
2468,2001,Export,Mexico,484,2001_Mexico,7.56706E+11,Israel,376,2001_Israel,1.30706E+11,45113109,484376,2000,1,4,89
2469,2002,Export,Mexico,484,2002_Mexico,7.72106E+11,Israel,376,2002_Israel,1.21069E+11,55592593,484376,2000,1,4,89
2470,2003,Export,Mexico,484,2003_Mexico,7.29336E+11,Israel,376,2003_Israel,1.26865E+11,61331758,484376,2000,1,4,89
2471,2004,Export,Mexico,484,2004_Mexico,7.82241E+11,Israel,376,2004_Israel,1.35445E+11,54756518,484376,2000,1,4,89
2472,2005,Export,Mexico,484,2005_Mexico,8.77476E+11,Israel,376,2005_Israel,1.42463E+11,87279083,484376,2000,1,4,89
2473,2006,Export,Mexico,484,2006_Mexico,9.75387E+11,Israel,376,2006_Israel,1.53967E+11,90621023,484376,2000,1,4,89
2474,2007,Export,Mexico,484,2007_Mexico,1.0527E+12,Israel,376,2007_Israel,1.78707E+11,129541924,484376,2000,1,4,89
2475,2008,Export,Mexico,484,2008_Mexico,1.10999E+12,Israel,376,2008_Israel,2.1584E+11,221854914,484376,2000,1,4,89
